TransactionID,Items,TotalCost,UserID,date,paymentMethod
2319,Panini,280,983,26-11-2024,UPI
2320,"Green Tea, Hot Tea Latte",400,932,13-06-2024,Card
2321,"Red Eye, Pudding, Flat White, Scone, Iced Latte, Flavoured Ice Cream, Red Velvet Cake Shake",1520,5628,06-08-2024,Cash
2322,"Cupcake, Hazelnut Brownie Cake Shake, Iced Latte, Cookie",820,2226,04-02-2024,Card
2323,"Panini, Scone",410,9718,08-02-2024,Mobile Wallet
2324,"Crunchy Frappe, Danish, Brioche, Tacos, Black Eye, Flat White, Masala Tea",1400,6525,18-01-2024,Cash
2325,"Mousse, Hot Tea Latte, Popcorn, Cheesecake Shake, Lemon Cake Shake, Vanilla Latte, Soup, Bagel",1590,8127,26-11-2024,UPI
2326,"Bagel, Popcorn, Crackling Brownie Pastry, Quiche, Chocolate Fantasy Cake Shake, Cortado, Cookie, Alphonso Mango Frappe",1600,4029,12-04-2024,Mobile Wallet
2327,"Granola Bar, Vanilla Latte, Americano, Cafe Latte, Herbal Tea",1040,1972,21-02-2024,UPI
2328,"Iced Latte, Lemon Green Coffee, Chocolate Fantasy Cake Shake, Red Eye",960,8468,02-05-2024,Cash
2329,"Breve, Gourmet Belgian Hot Chocolate",540,6852,29-09-2024,Card
2330,"Tacos, Flat White, Macchiato, Alphonso Mango Frappe, Pizza",1310,1482,11-07-2024,Mobile Wallet
2331,"Iced Latte, Muffin",390,4123,22-07-2024,Mobile Wallet
2332,"Black Eye, Granola Bar, Tropical Iceberg, Vanilla Cappuccino",840,753,27-09-2024,Card
2333,Crunchy Frappe,250,6982,02-12-2024,UPI
2334,"Salad, Herbal Tea, Gourmet Belgian Cold Chocolate, Sandwich, Dark Frappe",1230,8774,17-06-2024,Card
2335,"Hot Velvet Coffee, Vegan Shake, Cookie, Cortado, Bagel, Cafe Latte",1200,6679,13-03-2024,Cash
2336,"Peach Iced Tea, Brownie, Herbal Tea, Macchiato",760,9858,24-12-2024,Cash
2337,"Cheesecake Shake, Brownie, Ginger Tea",600,487,23-12-2024,Cash
2338,"Alphonso Mango Frappe, Pizza, Iced Tea Latte, Lemon Green Coffee, Danish, Sandwich",1540,2125,13-07-2024,UPI
2339,"Long Macchiato, Affogato, Long Black, Cake, Herbal Tea, Muffin, Cheesecake Shake",1450,8350,11-05-2024,Cash
2340,"Salad, Black Eye",400,4443,18-05-2024,Cash
2341,"Iced Coffee, Eclair, Crunchy Frappe, Scone, Long Black, Vienna, Watermelon Mojito",1470,9853,11-04-2024,Cash
2342,"Croissant, Green Tea",280,2907,17-07-2024,Mobile Wallet
2343,"Iced Mocha, Muffin, Macchiato, Watermelon Granita, Ginger Tea, Mousse",1200,6628,14-03-2024,Cash
2344,"Tacos, Pineapple Delight Pastry, Filter Coffee, Crackling Brownie Pastry, Herbal Tea, Muffin, Watermelon Mojito",1290,9771,01-12-2024,Card
2345,"Breve, Pudding",400,6545,21-07-2024,Cash
2346,"Hot Tea Latte, Black Eye, Ginger Tea, Iced Mocha, Long Black, Iced Coffee, Panini",1560,3723,23-06-2024,Card
2347,"Muffin, Croissant, Gourmet Belgian Hot Chocolate, Filter Coffee, Panini, Cortado",1120,5091,10-03-2024,Mobile Wallet
2348,"Espresso, Flavoured Ice Cream, Alphonso Mango Frappe, Croissant, Cafe Latte",1010,1754,16-08-2024,Card
2349,"Salad, Macchiato, Panini, Earl Grey Orange Tea, Masala Tea, Tropical Iceberg, Alphonso Mango Frappe",1600,9135,12-05-2024,Mobile Wallet
2350,"Cupcake, Long Black, Breve, Pasta, Iced Coffee, Cutlet",1240,7463,15-03-2024,Cash
2351,"Cafe Latte, Lemon Green Coffee, Panini, Croissant, Flat White, Dark Frappe",1340,9335,16-09-2024,Mobile Wallet
2352,"Tacos, Crackling Brownie Pastry, Pizza, Iced Latte",1070,3343,11-08-2024,Card
2353,"Iced Coffee, Affogato, Sandwich",710,4810,25-04-2024,UPI
2354,"Watermelon Mojito, Iced Tea Latte",500,4884,21-05-2024,UPI
2355,"Americano, Muffin, Turmeric Ginger Cappuccino, Cookie, Affogato, Cappuccino, Iced Cappuccino",1440,858,21-03-2024,Card
2356,"Macchiato, Earl Grey Orange Tea, Scone, Filter Coffee",630,4467,11-03-2024,Card
2357,"Iced Coffee, Quiche, Cafe Latte, Danish, Iced Tea Latte, Alphonso Mango Frappe",1450,4487,02-09-2024,Mobile Wallet
2358,"Tacos, Crunchy Frappe",500,4376,01-11-2024,Card
2359,Cappuccino,220,2147,16-07-2024,Mobile Wallet
2360,"Hot Velvet Coffee, Tropical Iceberg, Brownie",640,9032,25-04-2024,Cash
2361,"Macchiato, Popcorn, Dark Frappe, Salad, Tropical Iceberg",1000,2739,27-02-2024,Card
2362,"Hot Velvet Coffee, Cake, Brownie, Pizza, Macaron, Cafe Latte, Tropical Iceberg",1640,6140,24-09-2024,Mobile Wallet
2363,"Chocolate Fantasy Cake Shake, Turmeric Ginger Cappuccino, Ginger Tea, Flavoured Ice Cream, Espresso, Gourmet Belgian Hot Chocolate",1450,6145,04-03-2024,Card
2364,"Cake, Salad, Pineapple Delight Pastry, Dark Frappe, Earl Grey Orange Tea, Sandwich",1340,9013,01-02-2024,Card
2365,"Iced Mocha, Baguette, Vienna, Cafe Latte",900,9047,06-05-2024,Cash
2366,"Pizza, Brioche, Tacos",740,2589,12-09-2024,UPI
2367,"Elaichi Tea, Cappuccino",400,3880,23-07-2024,Card
2368,"Lemon Cake Shake, Americano, Turmeric Ginger Cappuccino, Filter Coffee, Peach Iced Tea",1040,6709,08-05-2024,Mobile Wallet
2369,Croissant,100,3989,03-07-2024,UPI
2370,"Flavoured Ice Cream, Salad, Bagel, Pudding, Cupcake, Popcorn",1030,5000,16-06-2024,Card
2371,"Americano, Soup, Iced Mocha, Cake, Pizza, Salad, Cheesecake Shake, Elaichi Tea",1850,4175,26-12-2024,Cash
2372,Breve,220,2165,27-10-2024,Cash
2373,"Gourmet Belgian Cold Chocolate, Dark Frappe, Iced Coffee, Lemon Cake Shake, Sandwich, Cortado",1500,3208,01-02-2024,UPI
2374,"Mousse, Granola Bar, Watermelon Mojito, Soup, Baguette",930,4034,02-11-2024,Card
2375,"Sandwich, Vienna, Cappuccino, Lemon Cake Shake, Scone",1090,2596,11-05-2024,Card
2376,"Watermelon Mojito, Quiche, Elaichi Tea",730,9870,13-01-2024,Cash
2377,"Salad, Pasta, Tropical Iceberg, Herbal Tea, Pudding",1120,955,16-11-2024,Mobile Wallet
2378,"Tropical Iceberg, Iced Tea Latte",490,5114,27-05-2024,Card
2379,"Classic Lemonade, Macchiato",350,3783,19-05-2024,Cash
2380,"Cappuccino, Flat White, Elaichi Tea, Brownie, Gourmet Belgian Hot Chocolate, Croissant, Dark Frappe, Iced Coffee",1680,1748,25-01-2024,Cash
2381,Herbal Tea,180,8549,20-04-2024,UPI
2382,"Granola Bar, Watermelon Mojito, Lemon Green Coffee",670,7230,28-12-2024,Cash
2383,"Tacos, Bagel, Lemon Cake Shake, Pineapple Delight Pastry",840,9412,04-05-2024,Mobile Wallet
2384,"Filter Coffee, Pasta, Bagel, Crackling Brownie Pastry, Tropical Iceberg, Dark Frappe",1250,6834,23-09-2024,UPI
2385,"Cortado, Lemon Green Coffee, Hot Tea Latte, Tropical Iceberg, Hazelnut Brownie Cake Shake, Quiche",1480,8343,24-11-2024,Card
2386,"Long Black, Vienna, Pudding, Black Eye, Crunchy Frappe, Granola Bar, Cookie",1350,3870,21-06-2024,Cash
2387,Iced Latte,270,5308,26-11-2024,Card
2388,Hot Tea Latte,220,6754,31-10-2024,Card
2389,"Affogato, Hazelnut Brownie Cake Shake, Cutlet, Vegan Shake, Long Black, Eclair, Earl Grey Orange Tea",1500,6617,20-06-2024,UPI
2390,"Muffin, Pizza, Filter Coffee, Hot Tea Latte",790,2188,02-05-2024,UPI
2391,"Hazelnut Brownie Cake Shake, Salad, Pizza, Pineapple Delight Pastry, Gourmet Belgian Cold Chocolate, Pasta",1660,4741,16-06-2024,Cash
2392,"Americano, Salad, Red Eye, Herbal Tea",760,2270,04-04-2024,Mobile Wallet
2393,"Cappuccino, Crackling Brownie Pastry",420,724,04-02-2024,Mobile Wallet
2394,"Classic Lemonade, Vegan Shake, Watermelon Granita",620,649,24-03-2024,UPI
2395,"Crunchy Frappe, Earl Grey Orange Tea",450,4271,19-03-2024,Card
2396,"Gourmet Belgian Cold Chocolate, Crunchy Frappe, Herbal Tea, Hazelnut Brownie Cake Shake, Crackling Brownie Pastry, Salad",1450,3457,20-03-2024,Card
2397,"Popcorn, Cake, Salad",520,9219,21-09-2024,UPI
2398,Muffin,120,7016,24-11-2024,Cash
2399,"Macaron, Iced Coffee",420,5820,08-09-2024,Cash
2400,"Alphonso Mango Frappe, Vienna, Vegan Shake, Earl Grey Orange Tea",970,1157,05-07-2024,Card
2401,"Vanilla Cappuccino, Watermelon Granita, Masala Tea",640,5367,22-11-2024,Cash
2402,"Scone, Cookie, Masala Tea, Crunchy Frappe",680,4848,18-03-2024,Cash
2403,"Green Tea, Iced Coffee, Muffin, Sandwich",770,504,07-12-2024,Mobile Wallet
2404,Alphonso Mango Frappe,280,6124,16-12-2024,Cash
2405,"Brioche, Red Eye, Macaron, Cupcake, Bagel, Crackling Brownie Pastry, Hot Velvet Coffee, Salad",1490,4708,17-06-2024,Mobile Wallet
2406,"Donut, Pizza, Cortado, Red Velvet Cake Shake, Eclair, Gourmet Belgian Cold Chocolate",1430,7334,07-09-2024,Card
2407,"Elaichi Tea, Iced Coffee",400,4084,11-08-2024,Mobile Wallet
2408,"Mousse, Masala Tea, Filter Coffee, Pudding, Panini, Hot Velvet Coffee, Flat White",1420,693,08-10-2024,Cash
2409,"Red Eye, Gourmet Belgian Hot Chocolate, Popcorn, Croissant",680,8197,03-09-2024,Mobile Wallet
2410,"Iced Cappuccino, Muffin, Cookie, Croissant, Cake, Vienna, Flat White, Peach Iced Tea",1540,941,12-08-2024,Card
2411,"Elaichi Tea, Tacos, Muffin, Croissant, Danish, Americano, Panini",1280,8898,14-09-2024,Card
2412,"Ginger Tea, Popcorn, Danish, Pudding, Iced Tea Latte, Baguette, Crunchy Frappe",1260,9666,03-07-2024,Cash
2413,"Masala Tea, Hot Tea Latte, Green Tea, Salad, Earl Grey Orange Tea, Espresso",1150,2874,16-03-2024,Cash
2414,"Quiche, Iced Coffee, Red Velvet Cake Shake, Danish, Sandwich, Muffin, Pizza, Cappuccino",1910,3376,23-12-2024,Cash
2415,"Red Velvet Cake Shake, Herbal Tea, Lemon Green Coffee, Crackling Brownie Pastry, Watermelon Granita",1120,3363,13-02-2024,Cash
2416,"Hot Velvet Coffee, Brownie, Iced Cappuccino, Earl Grey Orange Tea, Chocolate Fantasy Cake Shake, Espresso, Donut, Soup",1550,5557,19-09-2024,UPI
2417,"Ginger Tea, Mousse, Vegan Shake",630,1444,29-07-2024,Mobile Wallet
2418,"Chocolate Fantasy Cake Shake, Popcorn, Elaichi Tea",530,7181,06-01-2024,Cash
2419,"Affogato, Espresso, Iced Mocha, Green Tea, Lemon Cake Shake, Iced Latte, Soup, Eclair",1700,5166,29-09-2024,Card
2420,"Iced Mocha, Flavoured Ice Cream, Eclair, Classic Lemonade, Cappuccino",1080,485,08-11-2024,Card
2421,Baguette,150,9671,16-08-2024,UPI
2422,"Salad, Vanilla Latte, Burrito, Popcorn",870,5701,13-12-2024,Mobile Wallet
2423,Popcorn,80,5345,07-11-2024,UPI
2424,"Cutlet, Brioche",290,6824,26-06-2024,Cash
2425,"Turmeric Ginger Cappuccino, Masala Tea, Sandwich, Gourmet Belgian Cold Chocolate, Red Eye, Iced Latte, Cafe Latte, Cheesecake Shake",1980,5050,21-02-2024,Card
2426,"Pudding, Cookie, Hazelnut Brownie Cake Shake, Pizza, Espresso",1080,7981,03-10-2024,Cash
2427,Chocolate Fantasy Cake Shake,270,5592,22-02-2024,Mobile Wallet
2428,"Cheesecake Shake, Dark Frappe, Long Macchiato, Vegan Shake, Hazelnut Brownie Cake Shake, Breve, Baguette, Long Black",1850,4917,02-09-2024,Mobile Wallet
2429,"Salad, Herbal Tea, Espresso, Classic Lemonade, Red Velvet Cake Shake, Burrito, Popcorn, Soup",1510,743,24-05-2024,UPI
2430,"Scone, Pizza",480,6913,24-11-2024,UPI
2431,"Classic Lemonade, Pineapple Delight Pastry, Cocoa Fantasy Pastry, Filter Coffee",620,7710,26-12-2024,Cash
2432,"Panini, Iced Mocha",560,2599,01-02-2024,Card
2433,"Hot Tea Latte, Danish, Brioche",530,2701,13-03-2024,Cash
2434,"Gourmet Belgian Cold Chocolate, Flavoured Ice Cream, Ginger Tea, Muffin, Watermelon Granita, Brioche",1230,4630,25-05-2024,Mobile Wallet
2435,"Salad, Alphonso Mango Frappe, Cappuccino",720,6539,05-01-2024,Card
2436,Green Tea,180,1729,04-12-2024,Cash
2437,"Ginger Tea, Eclair, Iced Mocha, Peach Iced Tea, Earl Grey Orange Tea, Bagel, Filter Coffee, Red Eye",1500,9795,11-10-2024,Mobile Wallet
2438,"Iced Mocha, Elaichi Tea, Macaron, Watermelon Mojito, Eclair, Tropical Iceberg",1330,7507,07-02-2024,Cash
2439,"Dark Frappe, Cutlet, Popcorn, Chocolate Fantasy Cake Shake, Cookie",880,248,13-11-2024,Cash
2440,"Elaichi Tea, Red Velvet Cake Shake, Muffin, Cocoa Fantasy Pastry, Cheesecake Shake",1030,2873,25-03-2024,Card
2441,"Iced Latte, Iced Mocha, Iced Cappuccino, Crunchy Frappe, Cappuccino, Tropical Iceberg, Dark Frappe",1800,8502,17-07-2024,Mobile Wallet
2442,"Flat White, Mousse, Iced Cappuccino, Cutlet, Red Eye, Crunchy Frappe",1290,6436,25-01-2024,Cash
2443,Filter Coffee,100,7319,11-09-2024,Card
2444,"Cutlet, Soup, Pasta, Scone, Pizza, Popcorn, Black Eye",1340,2432,05-11-2024,Card
2445,"Black Eye, Cutlet, Pineapple Delight Pastry, Hazelnut Brownie Cake Shake, Vienna, Green Tea, Espresso",1370,5675,23-01-2024,Mobile Wallet
2446,"Espresso, Cupcake, Brioche, Red Velvet Cake Shake, Cappuccino, Sandwich, Filter Coffee, Bagel",1440,2549,15-03-2024,Mobile Wallet
2447,"Granola Bar, Lemon Cake Shake, Cortado",630,8187,19-03-2024,UPI
2448,"Macchiato, Macaron, Eclair, Mousse, Red Eye, Flat White, Hazelnut Brownie Cake Shake, Peach Iced Tea",1700,3116,19-11-2024,Mobile Wallet
2449,"Lemon Cake Shake, Espresso",400,6683,13-12-2024,Cash
2450,Turmeric Ginger Cappuccino,280,4364,14-12-2024,Cash
2451,"Brioche, Tacos, Gourmet Belgian Hot Chocolate, Cutlet, Dark Frappe, Eclair, Green Tea, Pizza",1830,6866,03-05-2024,Cash
2452,"Alphonso Mango Frappe, Vegan Shake, Scone, Herbal Tea, Salad, Hazelnut Brownie Cake Shake, Filter Coffee, Chocolate Fantasy Cake Shake",1710,1522,02-11-2024,Card
2453,"Flavoured Ice Cream, Peach Iced Tea, Pineapple Delight Pastry, Iced Tea Latte, Watermelon Granita, Elaichi Tea, Panini",1600,4857,07-08-2024,UPI
2454,Cortado,200,4521,20-06-2024,Card
2455,"Salad, Hot Velvet Coffee, Long Macchiato",690,2873,16-11-2024,UPI
2456,"Vanilla Latte, Burrito, Donut, Cafe Latte, Iced Latte, Cocoa Fantasy Pastry",1350,6528,18-06-2024,Mobile Wallet
2457,"Macaron, Iced Coffee, Flavoured Ice Cream, Pineapple Delight Pastry, Iced Mocha",1140,6045,26-01-2024,Card
2458,"Pineapple Delight Pastry, Crunchy Frappe, Brownie, Iced Cappuccino, Chocolate Fantasy Cake Shake, Green Tea, Iced Latte, Elaichi Tea",1770,810,21-09-2024,Mobile Wallet
2459,"Gourmet Belgian Hot Chocolate, Americano",500,4926,28-07-2024,Cash
2460,"Brownie, Bagel, Cupcake, Crackling Brownie Pastry",650,399,28-09-2024,Card
2461,"Danish, Alphonso Mango Frappe, Green Tea",630,470,15-02-2024,Mobile Wallet
2462,"Burrito, Hot Velvet Coffee, Salad, Tropical Iceberg, Granola Bar, Iced Tea Latte, Classic Lemonade, Macchiato",1790,4123,26-07-2024,Cash
2463,"Flavoured Ice Cream, Brioche",390,7393,08-11-2024,Card
2464,"Affogato, Danish, Granola Bar",590,3147,02-09-2024,Card
2465,"Lemon Cake Shake, Croissant, Brownie, Earl Grey Orange Tea, Cookie",820,4284,24-03-2024,UPI
2466,"Croissant, Chocolate Fantasy Cake Shake, Cupcake",520,264,13-09-2024,UPI
2467,Cake,220,3227,09-05-2024,Mobile Wallet
2468,"Cupcake, Granola Bar, Brioche, Hot Tea Latte",690,3249,08-02-2024,Mobile Wallet
2469,"Lemon Cake Shake, Popcorn, Baguette, Long Black, Red Velvet Cake Shake, Crunchy Frappe, Watermelon Granita, Iced Mocha",1710,1186,03-12-2024,Mobile Wallet
2470,Muffin,120,6379,09-06-2024,Cash
2471,"Americano, Vegan Shake",430,7556,26-08-2024,Cash
2472,"Cocoa Fantasy Pastry, Pineapple Delight Pastry, Tacos, Classic Lemonade, Cookie, Watermelon Mojito, Breve, Red Eye",1540,7197,12-10-2024,UPI
2473,"Donut, Granola Bar",280,3261,04-10-2024,UPI
2474,"Croissant, Pineapple Delight Pastry, Macchiato, Granola Bar, Espresso, Donut",920,4312,10-02-2024,Cash
2475,Cheesecake Shake,270,7400,19-04-2024,Mobile Wallet
2476,"Ginger Tea, Gourmet Belgian Cold Chocolate, Lemon Green Coffee, Filter Coffee, Iced Mocha, Tacos",1370,4438,15-11-2024,Mobile Wallet
2477,"Pudding, Iced Tea Latte",430,5696,31-03-2024,Cash
2478,"Elaichi Tea, Bagel, Green Tea, Eclair, Black Eye, Affogato",1110,4936,23-09-2024,UPI
2479,"Hot Velvet Coffee, Iced Cappuccino",530,4099,11-11-2024,Mobile Wallet
2480,"Cortado, Cocoa Fantasy Pastry, Espresso, Bagel",680,3090,05-05-2024,UPI
2481,Americano,180,5106,13-11-2024,Mobile Wallet
2482,"Cutlet, Muffin, Iced Tea Latte, Classic Lemonade, Burrito, Panini, Masala Tea",1430,4359,03-01-2024,Card
2483,"Pineapple Delight Pastry, Red Velvet Cake Shake, Cutlet, Flat White, Vanilla Latte, Iced Cappuccino, Salad, Cake",1840,2709,17-11-2024,UPI
2484,Iced Coffee,220,8765,25-04-2024,UPI
2485,"Turmeric Ginger Cappuccino, Cheesecake Shake",550,9488,14-09-2024,Cash
2486,"Sandwich, Scone",380,5774,05-10-2024,Card
2487,"Macaron, Turmeric Ginger Cappuccino, Cocoa Fantasy Pastry, Long Black, Cutlet, Cheesecake Shake",1280,2837,27-07-2024,Mobile Wallet
2488,"Alphonso Mango Frappe, Cappuccino, Flavoured Ice Cream, Long Macchiato, Gourmet Belgian Hot Chocolate, Bagel, Pudding, Iced Tea Latte",1870,8658,25-10-2024,Card
2489,"Lemon Green Coffee, Long Black, Scone, Cappuccino, Chocolate Fantasy Cake Shake, Elaichi Tea",1240,1189,26-12-2024,UPI
2490,"Flat White, Hot Tea Latte, Danish",620,9908,21-08-2024,UPI
2491,Crunchy Frappe,250,3070,07-08-2024,Mobile Wallet
2492,"Iced Cappuccino, Iced Coffee, Vanilla Latte, Pizza, Croissant, Lemon Cake Shake, Popcorn",1550,984,25-10-2024,Card
2493,"Sandwich, Macchiato, Muffin",570,4531,17-12-2024,Card
2494,Granola Bar,180,6299,05-03-2024,Card
2495,"Brownie, Muffin, Hot Tea Latte, Iced Tea Latte, Burrito, Lemon Cake Shake",1290,1154,25-01-2024,Card
2496,"Iced Cappuccino, Panini, Soup",710,7647,19-07-2024,Cash
2497,"Brownie, Masala Tea, Cortado, Affogato, Bagel, Cutlet, Iced Tea Latte, Ginger Tea",1500,508,24-03-2024,Cash
2498,"Brioche, Scone, Flavoured Ice Cream, Hot Velvet Coffee, Muffin, Iced Cappuccino, Green Tea",1350,2108,30-07-2024,Card
2499,"Affogato, Cafe Latte, Hazelnut Brownie Cake Shake, Pineapple Delight Pastry, Iced Cappuccino",1220,6993,08-04-2024,Mobile Wallet
2500,"Masala Tea, Sandwich, Red Velvet Cake Shake, Americano, Alphonso Mango Frappe, Cookie",1290,6630,15-09-2024,UPI
2501,"Brownie, Flat White",380,9739,31-01-2024,UPI
2502,"Hot Tea Latte, Cortado, Herbal Tea",600,7794,24-05-2024,UPI
2503,"Sandwich, Danish",420,6704,24-09-2024,UPI
2504,Long Macchiato,220,1283,07-03-2024,Mobile Wallet
2505,"Lemon Cake Shake, Macaron, Hot Velvet Coffee, Burrito",1000,1658,17-03-2024,UPI
2506,"Iced Latte, Iced Tea Latte",520,301,18-07-2024,Mobile Wallet
2507,"Watermelon Granita, Crackling Brownie Pastry, Muffin",540,3388,11-06-2024,Mobile Wallet
2508,"Black Eye, Muffin, Long Black, Iced Mocha, Mousse, Green Tea",1160,1085,01-05-2024,Card
2509,"Iced Mocha, Earl Grey Orange Tea, Cappuccino, Iced Latte, Muffin, Iced Tea Latte, Vienna, Burrito",1880,8895,18-04-2024,Card
2510,"Iced Mocha, Iced Latte, Cake",770,6990,28-11-2024,Mobile Wallet
2511,"Mousse, Quiche, Donut",600,6677,11-01-2024,Cash
2512,"Vegan Shake, Masala Tea, Ginger Tea, Cookie",730,3647,29-04-2024,Cash
2513,"Hot Tea Latte, Crunchy Frappe, Panini, Cheesecake Shake, Cupcake, Watermelon Mojito, Iced Coffee, Cocoa Fantasy Pastry",1820,1775,30-09-2024,Mobile Wallet
2514,"Pasta, Brioche, Croissant, Pizza, Earl Grey Orange Tea, Flavoured Ice Cream, Iced Mocha",1620,9787,05-10-2024,UPI
2515,Vienna,240,163,24-07-2024,Cash
2516,"Donut, Popcorn, Filter Coffee, Green Tea, Mousse, Gourmet Belgian Cold Chocolate, Cheesecake Shake",1250,1211,09-03-2024,UPI
2517,Lemon Cake Shake,250,5310,04-09-2024,UPI
2518,"Red Eye, Pizza, Elaichi Tea, Granola Bar",890,2442,11-10-2024,Mobile Wallet
2519,"Croissant, Cake, Hot Velvet Coffee, Masala Tea, Lemon Green Coffee, Tropical Iceberg, Crunchy Frappe",1480,9046,04-10-2024,Cash
2520,"Bagel, Muffin, Panini, Breve",770,1123,18-07-2024,UPI
2521,"Cheesecake Shake, Classic Lemonade, Macaron, Bagel",770,5892,18-04-2024,Cash
2522,"Iced Latte, Green Tea, Filter Coffee",550,4590,02-08-2024,Mobile Wallet
2523,"Vanilla Latte, Lemon Green Coffee, Green Tea, Red Eye, Tropical Iceberg, Sandwich, Cutlet",1510,8723,09-11-2024,Cash
2524,"Espresso, Hot Tea Latte, Eclair, Dark Frappe",810,7162,22-08-2024,Mobile Wallet
2525,"Granola Bar, Black Eye, Crunchy Frappe, Danish",780,6588,03-04-2024,Cash
2526,"Baguette, Flat White, Muffin, Cupcake",650,9044,03-06-2024,UPI
2527,"Alphonso Mango Frappe, Filter Coffee",380,7226,31-03-2024,Cash
2528,Elaichi Tea,180,3157,17-11-2024,Mobile Wallet
2529,"Mousse, Cookie, Croissant, Black Eye",600,3717,16-04-2024,UPI
2530,"Earl Grey Orange Tea, Granola Bar, Chocolate Fantasy Cake Shake",650,1857,17-07-2024,Card
2531,"Pudding, Americano, Long Macchiato, Macaron",780,3197,09-10-2024,Card
2532,"Brioche, Classic Lemonade, Elaichi Tea",470,5112,26-04-2024,Cash
2533,Cutlet,150,2575,14-09-2024,Card
2534,"Hot Tea Latte, Cocoa Fantasy Pastry, Black Eye, Vienna, Alphonso Mango Frappe, Croissant, Flavoured Ice Cream, Peach Iced Tea",1680,9469,16-03-2024,Card
2535,"Classic Lemonade, Breve, Lemon Green Coffee, Turmeric Ginger Cappuccino, Cocoa Fantasy Pastry, Cutlet",1220,9682,19-09-2024,Card
2536,"Macchiato, Herbal Tea",380,3187,23-07-2024,UPI
2537,"Donut, Watermelon Mojito, Cappuccino, Muffin, Espresso, Hot Velvet Coffee",1090,5816,09-04-2024,Cash
2538,"Hazelnut Brownie Cake Shake, Dark Frappe, Black Eye, Brownie, Cortado, Espresso, Bagel",1370,762,06-05-2024,Mobile Wallet
2539,"Crackling Brownie Pastry, Lemon Cake Shake, Cafe Latte, Macchiato",880,4583,07-02-2024,Mobile Wallet
2540,"Iced Cappuccino, Flavoured Ice Cream, Classic Lemonade, Affogato, Long Macchiato",1140,5884,07-11-2024,Cash
2541,"Turmeric Ginger Cappuccino, Cheesecake Shake, Green Tea, Croissant, Brownie, Mousse",1180,3495,01-02-2024,UPI
2542,"Earl Grey Orange Tea, Iced Latte, Iced Coffee, Crackling Brownie Pastry",890,4015,01-08-2024,Card
2543,"Cookie, Gourmet Belgian Cold Chocolate, Macaron, Hot Tea Latte",860,5056,07-01-2024,Cash
2544,"Macaron, Muffin, Peach Iced Tea, Brioche",690,9412,30-12-2024,Mobile Wallet
2545,Lemon Green Coffee,240,6384,15-12-2024,Mobile Wallet
2546,"Muffin, Flat White, Iced Coffee",570,1468,31-10-2024,Cash
2547,"Quiche, Panini, Baguette, Iced Mocha, Espresso, Iced Tea Latte",1410,8174,14-01-2024,Card
2548,"Gourmet Belgian Hot Chocolate, Cutlet, Macaron, Iced Coffee, Donut, Burrito",1290,5221,26-01-2024,Card
2549,"Crunchy Frappe, Turmeric Ginger Cappuccino, Soup, Salad, Cortado, Pasta",1400,1239,16-09-2024,Mobile Wallet
2550,"Macaron, Sandwich",450,9517,03-06-2024,UPI
2551,"Alphonso Mango Frappe, Salad, Flavoured Ice Cream",750,9228,23-07-2024,UPI
2552,"Iced Tea Latte, Watermelon Granita, Donut, Earl Grey Orange Tea, Turmeric Ginger Cappuccino",1050,7738,10-03-2024,UPI
2553,"Pudding, Cutlet, Elaichi Tea, Crackling Brownie Pastry, Soup",860,6838,30-11-2024,Cash
2554,"Vegan Shake, Iced Latte",520,2335,04-06-2024,Cash
2555,Elaichi Tea,180,9740,14-10-2024,Mobile Wallet
2556,Classic Lemonade,150,5152,06-09-2024,Cash
2557,"Macaron, Hot Velvet Coffee, Tropical Iceberg, Alphonso Mango Frappe, Scone, Cupcake, Vanilla Latte, Cutlet",1670,6036,26-03-2024,UPI
2558,"Vienna, Red Velvet Cake Shake, Tropical Iceberg",760,4426,01-06-2024,Mobile Wallet
2559,"Earl Grey Orange Tea, Red Velvet Cake Shake, Gourmet Belgian Cold Chocolate, Popcorn, Hazelnut Brownie Cake Shake, Watermelon Granita, Iced Mocha",1660,1792,08-10-2024,UPI
2560,"Iced Tea Latte, Mousse, Red Eye, Vanilla Cappuccino",870,9378,14-12-2024,UPI
2561,"Vegan Shake, Classic Lemonade",400,1550,12-12-2024,Mobile Wallet
2562,"Gourmet Belgian Hot Chocolate, Granola Bar, Gourmet Belgian Cold Chocolate, Pudding, Cafe Latte, Brioche",1370,7105,02-05-2024,UPI
2563,"Alphonso Mango Frappe, Baguette, Tropical Iceberg, Bagel",820,3534,09-08-2024,Cash
2564,"Crunchy Frappe, Cookie, Cortado, Black Eye, Cake, Baguette, Red Eye, Chocolate Fantasy Cake Shake",1570,7651,20-01-2024,Card
2565,"Salad, Iced Tea Latte, Elaichi Tea, Macaron",850,1354,28-03-2024,Cash
2566,Alphonso Mango Frappe,280,7884,02-08-2024,Card
2567,"Americano, Hot Velvet Coffee, Gourmet Belgian Hot Chocolate, Ginger Tea, Scone, Affogato, Red Eye",1480,4984,02-07-2024,Cash
2568,"Classic Lemonade, Vanilla Latte",420,6250,12-08-2024,Card
2569,"Peach Iced Tea, Pineapple Delight Pastry, Hazelnut Brownie Cake Shake, Pasta, Affogato, Dark Frappe, Cappuccino, Iced Cappuccino",2000,7086,31-03-2024,Card
2570,Scone,130,6490,23-10-2024,UPI
2571,"Affogato, Ginger Tea",420,8174,14-04-2024,Mobile Wallet
